symbol,description,bid_price,ask_price,last_price,high_price,low_price,close_price,total_volume,open_interest,volatility,money_intrinsic_value,expiration_year,multiplier,digits,open_price,bid_size,ask_size,last_size,net_change,strike_price,contract_type,underlying,expiration_month,deliverables,time_value,expiration_day,days_to_expiration,delta,gamma,theta,vega,rho,security_status,theoretical_option_value,underlying_price,uv_expiration_type,mark_price,quote_time,trade_time,exchange,exchange_name,last_trading_day,settlement_type,net_percent_change,mark_price_net_change,mark_price_percent_change,implied_yield,is_penny_pilot,option_root,week_52_high,week_52_low,indicative_ask_price,indicative_bid_price,indicative_quote_time,exercise_type,field_delayed,field_assetMainType,time_et
,AAPL 10/31/2025 110.00 C,160.8,161.95,159.55,165.8,159.55,161.4089,3,3,1227.29429363,161.37,2025,100,2,165,166,163,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-1.81999695,31,0,1.0,0,0,0,0,Normal,161.395,271.37,W,161.375,1761933573495,1761917923365,O,OPR,1761955200000,P,-1.15167131,-0.0339,-0.02100256,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 13:59:33 EDT
,AAPL 10/31/2025 110.00 C,160.8,161.95,159.55,165.8,159.55,161.4089,3,3,1227.29429363,161.3,2025,100,2,165,166,163,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-1.74999695,31,0,1.0,0,0,0,0,Normal,161.395,271.3,W,161.375,1761933577774,1761917923365,O,OPR,1761955200000,P,-1.15167131,-0.0339,-0.02100256,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 13:59:37 EDT
,AAPL 10/31/2025 110.00 C,160.8,161.95,159.55,165.8,159.55,161.4089,3,3,1227.29429363,161.3,2025,100,2,165,149,149,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-1.74999695,31,0,1.0,0,0,0,0,Normal,161.395,271.3,W,161.375,1761933578267,1761917923365,O,OPR,1761955200000,P,-1.15167131,-0.0339,-0.02100256,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 13:59:38 EDT
,AAPL 10/31/2025 110.00 C,160.8,161.95,159.55,165.8,159.55,161.4089,3,3,1227.29429363,161.34,2025,100,2,165,160,160,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-1.78999695,31,0,1.0,0,0,0,0,Normal,161.395,271.34,W,161.375,1761933580038,1761917923365,O,OPR,1761955200000,P,-1.15167131,-0.0339,-0.02100256,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 13:59:40 EDT
,AAPL 10/31/2025 110.00 C,160.8,161.95,159.55,165.8,159.55,161.4089,3,3,1226.90212224,161.37,2025,100,2,165,160,160,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-1.81999695,31,0,1.0,0,0,0,0,Normal,161.31,271.37,W,161.375,1761933587661,1761917923365,O,OPR,1761955200000,P,-1.15167131,-0.0339,-0.02100256,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 13:59:47 EDT
,AAPL 10/31/2025 110.00 C,160.8,161.95,159.55,165.8,159.55,161.4089,3,3,1226.90212224,161.37,2025,100,2,165,161,161,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-1.81999695,31,0,1.0,0,0,0,0,Normal,161.31,271.37,W,161.375,1761933587918,1761917923365,O,OPR,1761955200000,P,-1.15167131,-0.0339,-0.02100256,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 13:59:47 EDT
,AAPL 10/31/2025 110.00 C,160.8,161.95,159.55,165.8,159.55,161.4089,3,3,1226.90212224,161.37,2025,100,2,165,160,160,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-1.81999695,31,0,1.0,0,0,0,0,Normal,161.31,271.37,W,161.375,1761933589204,1761917923365,O,OPR,1761955200000,P,-1.15167131,-0.0339,-0.02100256,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 13:59:49 EDT
,AAPL 10/31/2025 110.00 C,160.8,161.95,159.55,165.8,159.55,161.4089,3,3,1226.90212224,161.39,2025,100,2,165,155,155,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-1.83999695,31,0,1.0,0,0,0,0,Normal,161.31,271.39,W,161.375,1761933594986,1761917923365,O,OPR,1761955200000,P,-1.15167131,-0.0339,-0.02100256,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 13:59:54 EDT
,AAPL 10/31/2025 110.00 C,160.8,161.95,159.55,165.8,159.55,161.4089,3,3,1227.27184288,161.37,2025,100,2,165,156,156,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-1.81999695,31,0,1.0,0,0,0,0,Normal,161.39,271.37,W,161.375,1761933600413,1761917923365,O,OPR,1761955200000,P,-1.15167131,-0.0339,-0.02100256,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:00:00 EDT
,AAPL 10/31/2025 110.00 C,160.8,161.95,159.55,165.8,159.55,161.4089,3,3,1227.27184288,161.36,2025,100,2,165,155,155,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-1.80999695,31,0,1.0,0,0,0,0,Normal,161.39,271.36,W,161.375,1761933601413,1761917923365,O,OPR,1761955200000,P,-1.15167131,-0.0339,-0.02100256,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:00:01 EDT
,AAPL 10/31/2025 110.00 C,160.8,161.95,159.55,165.8,159.55,161.4089,3,3,1227.27184288,161.36,2025,100,2,165,156,156,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-1.80999695,31,0,1.0,0,0,0,0,Normal,161.39,271.36,W,161.375,1761933602043,1761917923365,O,OPR,1761955200000,P,-1.15167131,-0.0339,-0.02100256,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:00:02 EDT
,AAPL 10/31/2025 110.00 C,160.8,161.95,159.55,165.8,159.55,161.4089,3,3,1227.27184288,161.42,2025,100,2,165,167,167,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-1.86999695,31,0,1.0,0,0,0,0,Normal,161.39,271.42,W,161.375,1761933603095,1761917923365,O,OPR,1761955200000,P,-1.15167131,-0.0339,-0.02100256,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:00:03 EDT
,AAPL 10/31/2025 110.00 C,160.8,161.95,159.55,165.8,159.55,161.4089,3,3,1227.27184288,161.43,2025,100,2,165,166,166,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-1.87999695,31,0,1.0,0,0,0,0,Normal,161.39,271.43,W,161.375,1761933603553,1761917923365,O,OPR,1761955200000,P,-1.15167131,-0.0339,-0.02100256,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:00:03 EDT
,AAPL 10/31/2025 110.00 C,160.8,161.95,159.55,165.8,159.55,161.4089,3,3,1227.27184288,161.44,2025,100,2,165,165,165,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-1.88999695,31,0,1.0,0,0,0,0,Normal,161.39,271.44,W,161.375,1761933605465,1761917923365,O,OPR,1761955200000,P,-1.15167131,-0.0339,-0.02100256,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:00:05 EDT
,AAPL 10/31/2025 110.00 C,160.8,161.95,159.55,165.8,159.55,161.4089,3,3,1227.27184288,161.44,2025,100,2,165,166,166,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-1.88999695,31,0,1.0,0,0,0,0,Normal,161.39,271.44,W,161.375,1761933605664,1761917923365,O,OPR,1761955200000,P,-1.15167131,-0.0339,-0.02100256,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:00:05 EDT
,AAPL 10/31/2025 110.00 C,160.8,161.95,159.55,165.8,159.55,161.4089,3,3,1227.27184288,161.46,2025,100,2,165,166,166,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-1.90999695,31,0,1.0,0,0,0,0,Normal,161.39,271.46,W,161.375,1761933607667,1761917923365,O,OPR,1761955200000,P,-1.15167131,-0.0339,-0.02100256,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:00:07 EDT
,AAPL 10/31/2025 110.00 C,160.8,161.95,159.55,165.8,159.55,161.4089,3,3,1227.27184288,161.475,2025,100,2,165,148,148,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-1.92499695,31,0,1.0,0,0,0,0,Normal,161.39,271.475,W,161.375,1761933608627,1761917923365,O,OPR,1761955200000,P,-1.15167131,-0.0339,-0.02100256,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:00:08 EDT
,AAPL 10/31/2025 110.00 C,160.8,161.95,159.55,165.8,159.55,161.4089,3,3,1227.27184288,161.49,2025,100,2,165,149,149,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-1.93999695,31,0,1.0,0,0,0,0,Normal,161.39,271.49,W,161.375,1761933608991,1761917923365,O,OPR,1761955200000,P,-1.15167131,-0.0339,-0.02100256,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:00:08 EDT
,AAPL 10/31/2025 110.00 C,160.8,161.95,159.55,165.8,159.55,161.4089,3,3,1227.27184288,161.465,2025,100,2,165,154,154,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-1.91499695,31,0,1.0,0,0,0,0,Normal,161.39,271.465,W,161.375,1761933610898,1761917923365,O,OPR,1761955200000,P,-1.15167131,-0.0339,-0.02100256,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:00:10 EDT
,AAPL 10/31/2025 110.00 C,160.8,161.95,159.55,165.8,159.55,161.4089,3,3,1230.05893476,161.455,2025,100,2,165,155,155,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-1.90499695,31,0,1.0,0,0,0,0,Normal,161.48,271.455,W,161.375,1761933614293,1761917923365,O,OPR,1761955200000,P,-1.15167131,-0.0339,-0.02100256,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:00:14 EDT
,AAPL 10/31/2025 110.00 C,160.8,161.95,159.55,165.8,159.55,161.4089,3,3,1230.05893476,161.43,2025,100,2,165,154,154,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-1.87999695,31,0,1.0,0,0,0,0,Normal,161.48,271.43,W,161.375,1761933615830,1761917923365,O,OPR,1761955200000,P,-1.15167131,-0.0339,-0.02100256,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:00:15 EDT
,AAPL 10/31/2025 110.00 C,160.8,161.95,159.55,165.8,159.55,161.4089,3,3,1230.05893476,161.4799,2025,100,2,165,155,155,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-1.92989695,31,0,1.0,0,0,0,0,Normal,161.48,271.4799,W,161.375,1761933624171,1761917923365,O,OPR,1761955200000,P,-1.15167131,-0.0339,-0.02100256,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:00:24 EDT
,AAPL 10/31/2025 110.00 C,160.8,161.95,159.55,165.8,159.55,161.4089,3,3,1230.05893476,161.5,2025,100,2,165,170,106,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-1.94999695,31,0,1.0,0,0,0,0,Normal,161.48,271.5,W,161.375,1761933625325,1761917923365,O,OPR,1761955200000,P,-1.15167131,-0.0339,-0.02100256,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:00:25 EDT
,AAPL 10/31/2025 110.00 C,160.8,161.95,159.55,165.8,159.55,161.4089,3,3,1230.05893476,161.5,2025,100,2,165,171,111,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-1.94999695,31,0,1.0,0,0,0,0,Normal,161.48,271.5,W,161.375,1761933626054,1761917923365,O,OPR,1761955200000,P,-1.15167131,-0.0339,-0.02100256,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:00:26 EDT
,AAPL 10/31/2025 110.00 C,160.8,161.95,159.55,165.8,159.55,161.4089,3,3,1230.12475885,161.47,2025,100,2,165,171,111,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-1.91999695,31,0,1.0,0,0,0,0,Normal,161.49,271.47,W,161.375,1761933629217,1761917923365,O,OPR,1761955200000,P,-1.15167131,-0.0339,-0.02100256,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:00:29 EDT
,AAPL 10/31/2025 110.00 C,160.8,161.95,159.55,165.8,159.55,161.4089,3,3,1230.12475885,161.47,2025,100,2,165,171,122,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-1.91999695,31,0,1.0,0,0,0,0,Normal,161.49,271.47,W,161.375,1761933630088,1761917923365,O,OPR,1761955200000,P,-1.15167131,-0.0339,-0.02100256,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:00:30 EDT
,AAPL 10/31/2025 110.00 C,160.8,161.95,159.55,165.8,159.55,161.4089,3,3,1230.12475885,161.4789,2025,100,2,165,171,148,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-1.92889695,31,0,1.0,0,0,0,0,Normal,161.49,271.4789,W,161.375,1761933632097,1761917923365,O,OPR,1761955200000,P,-1.15167131,-0.0339,-0.02100256,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:00:32 EDT
,AAPL 10/31/2025 110.00 C,160.8,161.95,159.55,165.8,159.55,161.4089,3,3,1230.12475885,161.46,2025,100,2,165,171,159,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-1.90999695,31,0,1.0,0,0,0,0,Normal,161.49,271.46,W,161.375,1761933633200,1761917923365,O,OPR,1761955200000,P,-1.15167131,-0.0339,-0.02100256,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:00:33 EDT
,AAPL 10/31/2025 110.00 C,160.8,161.95,159.55,165.8,159.55,161.4089,3,3,1230.12475885,161.4595,2025,100,2,165,170,170,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-1.90949695,31,0,1.0,0,0,0,0,Normal,161.49,271.4595,W,161.375,1761933635075,1761917923365,O,OPR,1761955200000,P,-1.15167131,-0.0339,-0.02100256,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:00:35 EDT
,AAPL 10/31/2025 110.00 C,160.8,161.95,159.55,165.8,159.55,161.4089,3,3,1230.12475885,161.48,2025,100,2,165,171,121,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-1.92999695,31,0,1.0,0,0,0,0,Normal,161.49,271.48,W,161.375,1761933636022,1761917923365,O,OPR,1761955200000,P,-1.15167131,-0.0339,-0.02100256,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:00:36 EDT
,AAPL 10/31/2025 110.00 C,160.8,161.95,159.55,165.8,159.55,161.4089,3,3,1230.12475885,161.48,2025,100,2,165,171,112,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-1.92999695,31,0,1.0,0,0,0,0,Normal,161.49,271.48,W,161.375,1761933636579,1761917923365,O,OPR,1761955200000,P,-1.15167131,-0.0339,-0.02100256,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:00:36 EDT
,AAPL 10/31/2025 110.00 C,160.8,161.95,159.55,165.8,159.55,161.4089,3,3,1230.12475885,161.55,2025,100,2,165,172,60,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-1.99999695,31,0,1.0,0,0,0,0,Normal,161.49,271.55,W,161.375,1761933637548,1761917923365,O,OPR,1761955200000,P,-1.15167131,-0.0339,-0.02100256,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:00:37 EDT
,AAPL 10/31/2025 110.00 C,160.8,161.95,159.55,165.8,159.55,161.4089,3,3,1230.12475885,161.555,2025,100,2,165,167,60,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-2.00499695,31,0,1.0,0,0,0,0,Normal,161.49,271.555,W,161.375,1761933639525,1761917923365,O,OPR,1761955200000,P,-1.15167131,-0.0339,-0.02100256,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:00:39 EDT
,AAPL 10/31/2025 110.00 C,160.8,161.95,159.55,165.8,159.55,161.4089,3,3,1230.12475885,161.53,2025,100,2,165,172,60,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-1.97999695,31,0,1.0,0,0,0,0,Normal,161.49,271.53,W,161.375,1761933640485,1761917923365,O,OPR,1761955200000,P,-1.15167131,-0.0339,-0.02100256,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:00:40 EDT
,AAPL 10/31/2025 110.00 C,160.8,161.95,159.55,165.8,159.55,161.4089,3,3,1230.23119643,161.53,2025,100,2,165,173,60,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-1.97999695,31,0,1.0,0,0,0,0,Normal,161.51,271.53,W,161.375,1761933644758,1761917923365,O,OPR,1761955200000,P,-1.15167131,-0.0339,-0.02100256,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:00:44 EDT
,AAPL 10/31/2025 110.00 C,160.8,161.95,159.55,165.8,159.55,161.4089,3,3,1230.23119643,161.53,2025,100,2,165,172,60,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-1.97999695,31,0,1.0,0,0,0,0,Normal,161.51,271.53,W,161.375,1761933645758,1761917923365,O,OPR,1761955200000,P,-1.15167131,-0.0339,-0.02100256,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:00:45 EDT
,AAPL 10/31/2025 110.00 C,160.8,161.95,159.55,165.8,159.55,161.4089,3,3,1230.23119643,161.5699,2025,100,2,165,172,60,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-2.01989695,31,0,1.0,0,0,0,0,Normal,161.51,271.5699,W,161.375,1761933646456,1761917923365,O,OPR,1761955200000,P,-1.15167131,-0.0339,-0.02100256,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:00:46 EDT
,AAPL 10/31/2025 110.00 C,160.8,161.95,159.55,165.8,159.55,161.4089,3,3,1230.23119643,161.57,2025,100,2,165,172,60,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-2.01999695,31,0,1.0,0,0,0,0,Normal,161.51,271.57,W,161.375,1761933647681,1761917923365,O,OPR,1761955200000,P,-1.15167131,-0.0339,-0.02100256,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:00:47 EDT
,AAPL 10/31/2025 110.00 C,160.8,161.95,159.55,165.8,159.55,161.4089,3,3,1230.23119643,161.575,2025,100,2,165,172,60,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-2.02499695,31,0,1.0,0,0,0,0,Normal,161.51,271.575,W,161.375,1761933648661,1761917923365,O,OPR,1761955200000,P,-1.15167131,-0.0339,-0.02100256,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:00:48 EDT
,AAPL 10/31/2025 110.00 C,160.8,161.95,159.55,165.8,159.55,161.4089,3,3,1230.23119643,161.5,2025,100,2,165,171,60,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-1.94999695,31,0,1.0,0,0,0,0,Normal,161.51,271.5,W,161.375,1761933657052,1761917923365,O,OPR,1761955200000,P,-1.15167131,-0.0339,-0.02100256,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:00:57 EDT
,AAPL 10/31/2025 110.00 C,160.8,161.95,159.55,165.8,159.55,161.4089,3,3,1230.23119643,161.535,2025,100,2,165,171,111,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-1.98499695,31,0,1.0,0,0,0,0,Normal,161.51,271.535,W,161.375,1761933657228,1761917923365,O,OPR,1761955200000,P,-1.15167131,-0.0339,-0.02100256,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:00:57 EDT
,AAPL 10/31/2025 110.00 C,160.8,161.95,159.55,165.8,159.55,161.4089,3,3,1230.23119643,161.47,2025,100,2,165,171,116,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-1.91999695,31,0,1.0,0,0,0,0,Normal,161.51,271.47,W,161.375,1761933658699,1761917923365,O,OPR,1761955200000,P,-1.15167131,-0.0339,-0.02100256,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:00:58 EDT
,AAPL 10/31/2025 110.00 C,160.8,161.95,159.55,165.8,159.55,161.4089,3,3,1230.04002593,161.47,2025,100,2,165,171,160,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-1.91999695,31,0,1.0,0,0,0,0,Normal,161.47,271.47,W,161.375,1761933659123,1761917923365,O,OPR,1761955200000,P,-1.15167131,-0.0339,-0.02100256,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:00:59 EDT
,AAPL 10/31/2025 110.00 C,160.8,161.95,159.55,165.8,159.55,161.4089,3,3,1230.04002593,161.53,2025,100,2,165,170,116,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-1.97999695,31,0,1.0,0,0,0,0,Normal,161.47,271.53,W,161.375,1761933663552,1761917923365,O,OPR,1761955200000,P,-1.15167131,-0.0339,-0.02100256,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:01:03 EDT
,AAPL 10/31/2025 110.00 C,160.8,161.95,159.55,165.8,159.55,161.4089,3,3,1230.04002593,161.53,2025,100,2,165,172,111,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-1.97999695,31,0,1.0,0,0,0,0,Normal,161.47,271.53,W,161.375,1761933664123,1761917923365,O,OPR,1761955200000,P,-1.15167131,-0.0339,-0.02100256,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:01:04 EDT
,AAPL 10/31/2025 110.00 C,160.8,161.95,159.55,165.8,159.55,161.4089,3,3,1230.04002593,161.53,2025,100,2,165,172,60,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-1.97999695,31,0,1.0,0,0,0,0,Normal,161.47,271.53,W,161.375,1761933665479,1761917923365,O,OPR,1761955200000,P,-1.15167131,-0.0339,-0.02100256,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:01:05 EDT
,AAPL 10/31/2025 110.00 C,160.8,161.95,159.55,165.8,159.55,161.4089,3,3,1230.04002593,161.53,2025,100,2,165,172,60,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-1.97999695,31,0,1.0,0,0,0,0,Normal,161.47,271.53,W,161.375,1761933666036,1761917923365,O,OPR,1761955200000,P,-1.15167131,-0.0339,-0.02100256,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:01:06 EDT
,AAPL 10/31/2025 110.00 C,160.8,161.95,159.55,165.8,159.55,161.4089,3,3,1230.04002593,161.51,2025,100,2,165,172,60,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-1.95999695,31,0,1.0,0,0,0,0,Normal,161.47,271.51,W,161.375,1761933668868,1761917923365,O,OPR,1761955200000,P,-1.15167131,-0.0339,-0.02100256,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:01:08 EDT
,AAPL 10/31/2025 110.00 C,160.8,161.95,159.55,165.8,159.55,161.4089,3,3,1230.04002593,161.51,2025,100,2,165,172,110,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-1.95999695,31,0,1.0,0,0,0,0,Normal,161.47,271.51,W,161.375,1761933669139,1761917923365,O,OPR,1761955200000,P,-1.15167131,-0.0339,-0.02100256,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:01:09 EDT
,AAPL 10/31/2025 110.00 C,160.8,161.95,159.55,165.8,159.55,161.4089,3,3,1230.04002593,161.51,2025,100,2,165,167,110,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-1.95999695,31,0,1.0,0,0,0,0,Normal,161.47,271.51,W,161.375,1761933670616,1761917923365,O,OPR,1761955200000,P,-1.15167131,-0.0339,-0.02100256,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:01:10 EDT
,AAPL 10/31/2025 110.00 C,160.8,161.95,159.55,165.8,159.55,161.4089,3,3,1230.04002593,161.51,2025,100,2,165,172,116,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-1.95999695,31,0,1.0,0,0,0,0,Normal,161.47,271.51,W,161.375,1761933671391,1761917923365,O,OPR,1761955200000,P,-1.15167131,-0.0339,-0.02100256,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:01:11 EDT
,AAPL 10/31/2025 110.00 C,160.8,161.95,159.55,165.8,159.55,161.4089,3,3,1230.04002593,161.475,2025,100,2,165,172,114,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-1.92499695,31,0,1.0,0,0,0,0,Normal,161.47,271.475,W,161.375,1761933672780,1761917923365,O,OPR,1761955200000,P,-1.15167131,-0.0339,-0.02100256,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:01:12 EDT
,AAPL 10/31/2025 110.00 C,160.8,161.95,159.55,165.8,159.55,161.4089,3,3,1232.47854876,161.4638,2025,100,2,165,172,159,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-1.91379695,31,0,0.99976776,1.288e-05,-0.01080042,5.628e-05,0.00052878,Normal,161.47460042,271.4638,W,161.375,1761933675108,1761917923365,O,OPR,1761955200000,P,-1.15167131,-0.0339,-0.02100256,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:01:15 EDT
,AAPL 10/31/2025 110.00 C,160.8,161.95,159.55,165.8,159.55,161.4089,3,3,1232.47854876,161.51,2025,100,2,165,170,158,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-1.95999695,31,0,0.99976776,1.288e-05,-0.01080042,5.628e-05,0.00052878,Normal,161.47460042,271.51,W,161.375,1761933675850,1761917923365,O,OPR,1761955200000,P,-1.15167131,-0.0339,-0.02100256,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:01:15 EDT
,AAPL 10/31/2025 110.00 C,160.8,161.95,159.55,165.8,159.55,161.4089,3,3,1232.47854876,161.51,2025,100,2,165,171,114,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-1.95999695,31,0,0.99976776,1.288e-05,-0.01080042,5.628e-05,0.00052878,Normal,161.47460042,271.51,W,161.375,1761933677217,1761917923365,O,OPR,1761955200000,P,-1.15167131,-0.0339,-0.02100256,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:01:17 EDT
,AAPL 10/31/2025 110.00 C,160.8,161.95,159.55,165.8,159.55,161.4089,3,3,1232.47854876,161.51,2025,100,2,165,171,114,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-1.95999695,31,0,0.99976776,1.288e-05,-0.01080042,5.628e-05,0.00052878,Normal,161.47460042,271.51,W,161.375,1761933678013,1761917923365,O,OPR,1761955200000,P,-1.15167131,-0.0339,-0.02100256,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:01:18 EDT
,AAPL 10/31/2025 110.00 C,160.8,161.95,159.55,165.8,159.55,161.4089,3,3,1232.47854876,161.473,2025,100,2,165,171,60,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-1.92299695,31,0,0.99976776,1.288e-05,-0.01080042,5.628e-05,0.00052878,Normal,161.47460042,271.473,W,161.375,1761933679482,1761917923365,O,OPR,1761955200000,P,-1.15167131,-0.0339,-0.02100256,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:01:19 EDT
